"node_id","layer_id","module","plasmid_length","degree","final","presence","strength","edge_type","flow"
1506,8,263,2461,1,"soren",1,0.986179947175945,"All",0.000241975
1508,8,301,2459,1,"0",0,0.908134540650406,"All",0.000222825
1508,8,301,2459,1,"rep",1,0.908134540650406,"All",0.000222825
1509,8,313,2452,1,"integrase",1,0.88213338091354,"All",0.000216445
1509,8,313,2452,1,"rep",1,0.88213338091354,"All",0.000216445
1513,8,161,2427,2,"0",0,0.472599896992171,"All",0.00011596
1513,8,161,2427,2,"rep",1,0.472599896992171,"All",0.00011596
1515,8,5,2416,4,"0",0,2.35347932119205,"All",0.000577463
1515,8,5,2416,4,"rep",1,2.35347932119205,"All",0.000577463
1516,8,386,2411,1,"0",0,0.58191852343426,"All",0.000142783
1519,8,367,2406,1,"soren",1,0.657109484621779,"All",0.000161232
1519,8,367,2406,1,"0",0,0.657109484621779,"All",0.000161232
1520,8,214,2404,2,"0",0,1.79469951474431,"All",0.000220179
1520,11,214,2404,2,"0",0,1.79469951474431,"All",0.000220179
1520,8,214,2404,2,"rep",1,1.79469951474431,"All",0.000220179
1520,11,214,2404,2,"rep",1,1.79469951474431,"All",0.000220179
1520,8,214,2404,2,"hypo",1,1.79469951474431,"All",0.000220179
1520,11,214,2404,2,"hypo",1,1.79469951474431,"All",0.000220179
1521,8,161,2399,2,"0",0,1.50479752396832,"All",0.000369226
1521,8,161,2399,2,"rep",1,1.50479752396832,"All",0.000369226
1522,8,13,2397,7,"0",0,5.64330589904047,"All",0.00138467
1522,8,13,2397,7,"soren",1,5.64330589904047,"All",0.00138467
1522,8,13,2397,7,"PRE",1,5.64330589904047,"All",0.00138467
1523,8,316,2397,1,"PRE",1,0.871088861076345,"All",0.000213735
1524,8,334,2396,1,"hypo",1,0.801748998330551,"All",0.000196722
1524,8,334,2396,1,"0",0,0.801748998330551,"All",0.000196722
1524,8,334,2396,1,"recombinase",1,0.801748998330551,"All",0.000196722
1526,8,22,2384,6,"rep",1,5.06836191275168,"All",0.0012436
1526,8,22,2384,6,"hypo",1,5.06836191275168,"All",0.0012436
1526,8,22,2384,6,"0",0,5.06836191275168,"All",0.0012436
1527,8,150,2380,4,"0",0,2.17421796139609,"All",0.000266739
1527,9,150,2380,4,"0",0,2.17421796139609,"All",0.000266739
1527,8,150,2380,4,"hypo",1,2.17421796139609,"All",0.000266739
1527,9,150,2380,4,"hypo",1,2.17421796139609,"All",0.000266739
1528,8,238,2370,2,"soren",1,1.16835049367089,"All",0.000286673
1531,8,93,2361,3,"0",0,2.86320384582804,"All",0.000702532
1531,8,93,2361,3,"soren",1,2.86320384582804,"All",0.000702532
1533,8,336,2357,1,"hypo",1,0.787018922358931,"All",0.000193108
1533,8,336,2357,1,"rep",1,0.787018922358931,"All",0.000193108
1535,8,113,2347,3,"soren",1,1.99829883255219,"All",0.000490314
1535,8,113,2347,3,"PRE",1,1.99829883255219,"All",0.000490314
1537,8,191,2318,2,"0",0,1.38912855910267,"All",0.000340845
1539,8,242,2317,2,"mob",1,1.02786700838361,"All",0.000252203
1539,8,242,2317,2,"0",0,1.02786700838361,"All",0.000252203
1541,8,389,2306,1,"integrase",1,0.568517528187337,"All",0.000139495
1541,8,389,2306,1,"hypo",1,0.568517528187337,"All",0.000139495
1551,8,411,2237,1,"hypo",1,0.28780551917277,"All",7.06176e-05
1551,8,411,2237,1,"soren",1,0.28780551917277,"All",7.06176e-05
1551,8,411,2237,1,"rep",1,0.28780551917277,"All",7.06176e-05
1557,8,324,2213,1,"0",0,0.824588075370121,"All",0.000202326
1557,8,324,2213,1,"soren",1,0.824588075370121,"All",0.000202326
1558,8,276,2210,1,"PRE",1,0.964251122171946,"All",0.000236594
1558,8,276,2210,1,"soren",1,0.964251122171946,"All",0.000236594
1559,8,246,2207,1,"rep",1,0.99864,"All",0.000245032
1561,8,268,2195,1,"mob",1,0.979043280182232,"All",0.000240224
1561,8,268,2195,1,"hypo",1,0.979043280182232,"All",0.000240224
1562,8,158,2194,2,"0",0,1.64585232452142,"All",0.000403836
1564,8,19,2183,7,"0",0,4.89693614292258,"All",0.00120154
1566,8,390,2182,1,"0",0,0.566912914757104,"All",0.000139101
1569,8,256,2168,1,"0",0,0.994003319502075,"All",0.000243894
1569,8,256,2168,1,"hypo",1,0.994003319502075,"All",0.000243894
1572,8,115,2161,3,"0",0,2.26469227209625,"All",0.000555678
1573,8,376,2161,1,"0",0,0.616844053678852,"All",0.000151352
1573,8,376,2161,1,"soren",1,0.616844053678852,"All",0.000151352
1574,8,6,2154,10,"0",0,7.20526428857655,"All",0.00176793
1574,8,6,2154,10,"soren",1,7.20526428857655,"All",0.00176793
1575,8,403,2153,1,"0",0,0.529958197863446,"All",0.000130034
1575,8,403,2153,1,"PRE",1,0.529958197863446,"All",0.000130034
1577,8,329,2136,1,"hypo",1,0.814606741573034,"All",0.000199877
1577,8,329,2136,1,"0",0,0.814606741573034,"All",0.000199877
1579,8,243,2130,1,"0",0,1,"All",0.000245366
1579,8,243,2130,1,"rep",1,1,"All",0.000245366
1580,8,392,2129,1,"rep",1,0.562704246124941,"All",0.000138068
1580,8,392,2129,1,"0",0,0.562704246124941,"All",0.000138068
1580,8,392,2129,1,"aTP-dependent protease Clp ATPase subunit",1,0.562704246124941,"All",0.000138068
1581,8,129,2121,3,"rep",1,2.4794231723731,"All",0.000608366
1581,8,129,2121,3,"0",0,2.4794231723731,"All",0.000608366
1582,8,26,2114,6,"0",0,4.45271624679394,"All",0.00109254
1582,8,26,2114,6,"soren",1,4.45271624679394,"All",0.00109254
1583,8,138,2112,2,"hypo",1,1.96733787878788,"All",0.000482717
1584,8,79,2108,4,"rep",1,2.80814371192707,"All",0.000689022
1584,8,79,2108,4,"0",0,2.80814371192707,"All",0.000689022
1585,8,58,2106,4,"0",0,3.48670652421652,"All",0.000855519
1585,8,58,2106,4,"soren",1,3.48670652421652,"All",0.000855519
1586,8,233,2105,2,"0",0,1.28931624228029,"All",0.000316354
1587,8,117,2105,3,"0",0,2.12731591448931,"All",0.000521971
1589,8,32,2100,12,"hypo",1,11.0609386666667,"All",0.000678494
1589,9,32,2100,12,"hypo",1,11.0609386666667,"All",0.000678494
1589,10,32,2100,12,"hypo",1,11.0609386666667,"All",0.000678494
1589,11,32,2100,12,"hypo",1,11.0609386666667,"All",0.000678494
1589,8,32,2100,12,"0",0,11.0609386666667,"All",0.000678494
1589,9,32,2100,12,"0",0,11.0609386666667,"All",0.000678494
1589,10,32,2100,12,"0",0,11.0609386666667,"All",0.000678494
1589,11,32,2100,12,"0",0,11.0609386666667,"All",0.000678494
1590,8,216,2095,2,"0",0,1.24248500238663,"All",0.000304863
1590,8,216,2095,2,"rep",1,1.24248500238663,"All",0.000304863
1591,8,368,2090,1,"0",0,0.645454545454546,"All",0.000158372
1591,8,368,2090,1,"rep",1,0.645454545454546,"All",0.000158372
1593,8,9,2088,8,"soren",1,6.24425951628352,"All",0.00153213
1597,8,337,2073,1,"rep",1,0.784370477568741,"All",0.000192458
1598,8,304,2072,1,"0",0,0.889478764478765,"All",0.000218248
1598,8,304,2072,1,"rep",1,0.889478764478765,"All",0.000218248
1599,8,323,2069,1,"0",0,0.840506370227163,"All",0.000206232
1599,8,323,2069,1,"soren",1,0.840506370227163,"All",0.000206232
1603,8,353,2038,1,"rep",1,0.732090284592738,"All",0.00017963
1605,8,142,2035,2,"0",0,1.93320260848546,"All",0.000474342
1607,8,193,2032,2,"0",0,1.12549212598425,"All",0.000276157
1608,8,250,2031,1,"soren",1,0.99754,"All",0.000244762
1613,8,109,2001,3,"0",0,2.37812431568432,"All",0.00058351
1613,8,109,2001,3,"soren",1,2.37812431568432,"All",0.00058351
1614,8,306,2000,1,"hypo",1,0.888231683257918,"All",0.000217942
1614,8,306,2000,1,"0",0,0.888231683257918,"All",0.000217942
1615,8,401,2000,1,"soren",1,0.5325,"All",0.000130657
2474,9,405,4987,1,"0",0,0.506919989973932,"All",0.000124381
2474,9,405,4987,1,"rep",1,0.506919989973932,"All",0.000124381
2479,9,226,4806,1,"hypo",1,0.961506450270495,"All",0.000235921
2479,9,226,4806,1,"mob",1,0.961506450270495,"All",0.000235921
2479,9,226,4806,1,"0",0,0.961506450270495,"All",0.000235921
2479,9,226,4806,1,"primase",1,0.961506450270495,"All",0.000235921
2483,9,204,4574,2,"recombinase",1,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"recombinase",1,1.99343819851334,"All",0.000244561
2483,9,204,4574,2,"0",0,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"0",0,1.99343819851334,"All",0.000244561
2483,9,204,4574,2,"soren",1,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"soren",1,1.99343819851334,"All",0.000244561
2483,9,204,4574,2,"antitoxin",1,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"antitoxin",1,1.99343819851334,"All",0.000244561
2483,9,204,4574,2,"hypo",1,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"hypo",1,1.99343819851334,"All",0.000244561
2483,9,204,4574,2,"rep",1,1.99343819851334,"All",0.000244561
2483,10,204,4574,2,"rep",1,1.99343819851334,"All",0.000244561
2485,9,183,4383,2,"rep",1,1.59725394476441,"All",0.000391911
2485,9,183,4383,2,"0",0,1.59725394476441,"All",0.000391911
2485,9,183,4383,2,"mob",1,1.59725394476441,"All",0.000391911
2485,9,183,4383,2,"soren",1,1.59725394476441,"All",0.000391911
2486,9,266,4297,1,"0",0,0.981382359785897,"All",0.000240798
2486,9,266,4297,1,"rep",1,0.981382359785897,"All",0.000240798
2486,9,266,4297,1,"soren",1,0.981382359785897,"All",0.000240798
2486,9,266,4297,1,"hypo",1,0.981382359785897,"All",0.000240798
2486,9,266,4297,1,"resolvase",1,0.981382359785897,"All",0.000240798
2488,9,91,4092,3,"rep",1,2.46235953079179,"All",0.000604179
2488,9,91,4092,3,"soren",1,2.46235953079179,"All",0.000604179
2488,9,91,4092,3,"PRE",1,2.46235953079179,"All",0.000604179
2489,9,194,4044,2,"PRE",1,1.52645895153314,"All",0.000374541
2489,9,194,4044,2,"0",0,1.52645895153314,"All",0.000374541
2489,9,194,4044,2,"hypo",1,1.52645895153314,"All",0.000374541
2490,9,381,4029,1,"mob",1,0.597103479008102,"All",0.000146509
2490,9,381,4029,1,"0",0,0.597103479008102,"All",0.000146509
2490,9,381,4029,1,"PRE",1,0.597103479008102,"All",0.000146509
2490,9,381,4029,1,"soren",1,0.597103479008102,"All",0.000146509
2491,9,116,3969,3,"0",0,2.07911737213404,"All",0.000510144
2491,9,116,3969,3,"hypo",1,2.07911737213404,"All",0.000510144
2492,9,365,3944,1,"soren",1,0.660244046653144,"All",0.000162001
2492,9,365,3944,1,"0",0,0.660244046653144,"All",0.000162001
2492,9,365,3944,1,"rep",1,0.660244046653144,"All",0.000162001
2492,9,365,3944,1,"hypo",1,0.660244046653144,"All",0.000162001
2492,9,365,3944,1,"relaxase",1,0.660244046653144,"All",0.000162001
2493,9,296,3875,1,"0",0,0.916129032258065,"All",0.000224787
2493,9,296,3875,1,"soren",1,0.916129032258065,"All",0.000224787
2493,9,296,3875,1,"recombinase",1,0.916129032258065,"All",0.000224787
2494,9,170,3859,2,"0",0,1.3298732547292,"All",0.000326305
2494,9,170,3859,2,"soren",1,1.3298732547292,"All",0.000326305
2494,9,170,3859,2,"PRE",1,1.3298732547292,"All",0.000326305
2495,9,182,3747,2,"virulence factor",1,1.51801441152922,"All",0.000372469
2495,9,182,3747,2,"0",0,1.51801441152922,"All",0.000372469
2495,9,182,3747,2,"mob",1,1.51801441152922,"All",0.000372469
2495,9,182,3747,2,"rep",1,1.51801441152922,"All",0.000372469
2496,9,377,3743,1,"0",0,0.607884922749068,"All",0.000149154
2496,9,377,3743,1,"rep",1,0.607884922749068,"All",0.000149154
2496,9,377,3743,1,"soren",1,0.607884922749068,"All",0.000149154
2498,9,283,3692,1,"0",0,0.940862391027275,"All",0.000230855
2498,9,283,3692,1,"recombinase",1,0.940862391027275,"All",0.000230855
2498,9,283,3692,1,"soren",1,0.940862391027275,"All",0.000230855
2499,9,333,3675,2,"0",0,0.804896653061224,"All",9.87471e-05
2499,11,333,3675,2,"0",0,0.804896653061224,"All",9.87471e-05
2499,9,333,3675,2,"ribosomal protein S6 modification protein",1,0.804896653061224,"All",9.87471e-05
2499,11,333,3675,2,"ribosomal protein S6 modification protein",1,0.804896653061224,"All",9.87471e-05
2499,9,333,3675,2,"soren",1,0.804896653061224,"All",9.87471e-05
2499,11,333,3675,2,"soren",1,0.804896653061224,"All",9.87471e-05
2500,9,373,3636,1,"hypo",1,0.625137359735974,"All",0.000153387
2500,9,373,3636,1,"rep",1,0.625137359735974,"All",0.000153387
2501,9,125,3616,2,"0",0,1.14988938053097,"All",0.000282144
2501,9,125,3616,2,"hypo",1,1.14988938053097,"All",0.000282144
2501,9,125,3616,2,"soren",1,1.14988938053097,"All",0.000282144
2501,9,125,3616,2,"rep",1,1.14988938053097,"All",0.000282144
2502,9,264,3579,1,"0",0,0.984353171276893,"All",0.000241527
2502,9,264,3579,1,"rep",1,0.984353171276893,"All",0.000241527
2502,9,264,3579,1,"hypo",1,0.984353171276893,"All",0.000241527
2502,9,264,3579,1,"ribosomal protein S6 modification protein",1,0.984353171276893,"All",0.000241527
2505,9,154,3463,2,"rep",1,1.2497826162287,"All",0.000306654
2505,9,154,3463,2,"ribosomal protein S6 modification protein",1,1.2497826162287,"All",0.000306654
2505,9,154,3463,2,"hypo",1,1.2497826162287,"All",0.000306654
2505,9,154,3463,2,"0",0,1.2497826162287,"All",0.000306654
2506,9,101,3460,3,"hypo",1,2.17572628323699,"All",0.000533849
2506,9,101,3460,3,"0",0,2.17572628323699,"All",0.000533849
2506,9,101,3460,3,"PRE",1,2.17572628323699,"All",0.000533849
2507,9,178,3445,2,"rep",1,1.6310595065312,"All",0.000400206
2507,9,178,3445,2,"0",0,1.6310595065312,"All",0.000400206
2507,9,178,3445,2,"hypo",1,1.6310595065312,"All",0.000400206
2509,9,234,3413,2,"0",0,0.97165164309628,"All",0.00023841
2509,9,234,3413,2,"PRE",1,0.97165164309628,"All",0.00023841
2509,9,234,3413,2,"soren",1,0.97165164309628,"All",0.00023841
2510,9,165,3408,2,"soren",1,1.71830985915493,"All",0.000421614
2510,9,165,3408,2,"mob",1,1.71830985915493,"All",0.000421614
2511,9,98,3396,3,"hypo",1,2.23810020639873,"All",0.000549153
2511,9,98,3396,3,"rep",1,2.23810020639873,"All",0.000549153
2511,9,98,3396,3,"0",0,2.23810020639873,"All",0.000549153
2512,9,57,3385,3,"hypo",1,1.12496356868538,"All",0.000276028
2512,9,57,3385,3,"0",0,1.12496356868538,"All",0.000276028
2512,9,57,3385,3,"soren",1,1.12496356868538,"All",0.000276028
2513,9,241,3378,1,"CopG family transcriptional regulator",1,0.756421739002067,"All",0.0001856
2513,9,241,3378,1,"toxin",1,0.756421739002067,"All",0.0001856
2513,9,241,3378,1,"rep",1,0.756421739002067,"All",0.0001856
2513,9,241,3378,1,"0",0,0.756421739002067,"All",0.0001856
2514,9,84,3377,3,"integrase",1,2.68087821724755,"All",0.000657796
2514,9,84,3377,3,"hypo",1,2.68087821724755,"All",0.000657796
2514,9,84,3377,3,"0",0,2.68087821724755,"All",0.000657796
2516,9,215,3370,3,"0",0,1.76350507121662,"All",0.000144235
2516,10,215,3370,3,"0",0,1.76350507121662,"All",0.000144235
2516,11,215,3370,3,"0",0,1.76350507121662,"All",0.000144235
2516,9,215,3370,3,"soren",1,1.76350507121662,"All",0.000144235
2516,10,215,3370,3,"soren",1,1.76350507121662,"All",0.000144235
2516,11,215,3370,3,"soren",1,1.76350507121662,"All",0.000144235
2516,9,215,3370,3,"toxin",1,1.76350507121662,"All",0.000144235
2516,10,215,3370,3,"toxin",1,1.76350507121662,"All",0.000144235
2516,11,215,3370,3,"toxin",1,1.76350507121662,"All",0.000144235
2516,9,215,3370,3,"antitoxin",1,1.76350507121662,"All",0.000144235
2516,10,215,3370,3,"antitoxin",1,1.76350507121662,"All",0.000144235
2516,11,215,3370,3,"antitoxin",1,1.76350507121662,"All",0.000144235
2516,9,215,3370,3,"rep",1,1.76350507121662,"All",0.000144235
2516,10,215,3370,3,"rep",1,1.76350507121662,"All",0.000144235
2516,11,215,3370,3,"rep",1,1.76350507121662,"All",0.000144235
2517,9,168,3354,2,"rep",1,1.70512820512821,"All",0.00041838
2517,9,168,3354,2,"0",0,1.70512820512821,"All",0.00041838
2517,9,168,3354,2,"soren",1,1.70512820512821,"All",0.00041838
2517,9,168,3354,2,"mob",1,1.70512820512821,"All",0.00041838
2518,9,190,3346,2,"0",0,1.49401663478781,"All",0.000366581
2518,9,190,3346,2,"PRE",1,1.49401663478781,"All",0.000366581
2519,9,118,3320,3,"mob",1,2.13433819277108,"All",0.000523694
2519,9,118,3320,3,"PRE",1,2.13433819277108,"All",0.000523694
2519,9,118,3320,3,"rep",1,2.13433819277108,"All",0.000523694
2522,9,249,3265,2,"mob",1,0.997856490045942,"All",0.00024484
2522,9,249,3265,2,"rep",1,0.997856490045942,"All",0.00024484
2522,9,249,3265,2,"0",0,0.997856490045942,"All",0.00024484
2525,9,169,3241,2,"0",0,1.69763433620565,"All",0.000416541
2525,9,169,3241,2,"rep",1,1.69763433620565,"All",0.000416541
2525,9,169,3241,2,"integrase",1,1.69763433620565,"All",0.000416541
2526,9,55,3231,4,"0",0,3.67905362426493,"All",0.000902714
2526,9,55,3231,4,"rep",1,3.67905362426493,"All",0.000902714
2526,9,55,3231,4,"mob",1,3.67905362426493,"All",0.000902714
2527,9,354,3216,2,"0",0,0.727831724137931,"All",8.92925e-05
2527,11,354,3216,2,"0",0,0.727831724137931,"All",8.92925e-05
2527,9,354,3216,2,"rep",1,0.727831724137931,"All",8.92925e-05
2527,11,354,3216,2,"rep",1,0.727831724137931,"All",8.92925e-05
2527,9,354,3216,2,"mob",1,0.727831724137931,"All",8.92925e-05
2527,11,354,3216,2,"mob",1,0.727831724137931,"All",8.92925e-05
2529,9,67,3200,4,"0",0,2.72624493125,"All",0.000668927
2529,9,67,3200,4,"hypo",1,2.72624493125,"All",0.000668927
2529,9,67,3200,4,"soren",1,2.72624493125,"All",0.000668927
2529,9,67,3200,4,"rep",1,2.72624493125,"All",0.000668927
2531,9,102,3185,3,"soren",1,1.82741879901204,"All",0.000448386
2531,9,102,3185,3,"recombinase",1,1.82741879901204,"All",0.000448386
2532,9,28,3185,15,"0",0,9.93343799058085,"All",0.000812442
2532,10,28,3185,15,"0",0,9.93343799058085,"All",0.000812442
2532,11,28,3185,15,"0",0,9.93343799058085,"All",0.000812442
2532,9,28,3185,15,"hypo",1,9.93343799058085,"All",0.000812442
2532,10,28,3185,15,"hypo",1,9.93343799058085,"All",0.000812442
2532,11,28,3185,15,"hypo",1,9.93343799058085,"All",0.000812442
2533,9,140,3159,2,"0",0,1.96518361506806,"All",0.000482189
2533,9,140,3159,2,"soren",1,1.96518361506806,"All",0.000482189
2533,9,140,3159,2,"mob",1,1.96518361506806,"All",0.000482189
2534,9,260,3147,1,"0",0,0.989842285714286,"All",0.000242873
2534,9,260,3147,1,"mob",1,0.989842285714286,"All",0.000242873
2535,9,23,3077,9,"0",0,4.24297618607817,"All",0.00104108
2535,9,23,3077,9,"soren",1,4.24297618607817,"All",0.00104108
2535,9,23,3077,9,"PRE",1,4.24297618607817,"All",0.00104108
2536,9,235,3042,2,"rep",1,1.23337363966143,"All",0.000302628
2536,9,235,3042,2,"mob",1,1.23337363966143,"All",0.000302628
2537,9,95,3022,3,"0",0,2.07301173402868,"All",0.000508646
2537,9,95,3022,3,"hypo",1,2.07301173402868,"All",0.000508646
2538,9,135,2983,4,"soren",1,2.32316370767684,"All",0.000570025
2538,9,135,2983,4,"0",0,2.32316370767684,"All",0.000570025
2540,9,89,2965,3,"0",0,2.62462057335582,"All",0.000643992
2540,9,89,2965,3,"rep",1,2.62462057335582,"All",0.000643992
2540,9,89,2965,3,"mob",1,2.62462057335582,"All",0.000643992
2543,8,237,2957,2,"0",0,1.18701386540413,"All",0.000145626
2543,9,237,2957,2,"0",0,1.18701386540413,"All",0.000145626
2543,8,237,2957,2,"mob",1,1.18701386540413,"All",0.000145626
2543,9,237,2957,2,"mob",1,1.18701386540413,"All",0.000145626
2543,8,237,2957,2,"soren",1,1.18701386540413,"All",0.000145626
2543,9,237,2957,2,"soren",1,1.18701386540413,"All",0.000145626
2544,9,247,2953,1,"hypo",1,0.998306806637318,"All",0.00024495
2545,9,20,2938,14,"rep",1,10.7910410756148,"All",0.00132388
2545,11,20,2938,14,"rep",1,10.7910410756148,"All",0.00132388
2545,9,20,2938,14,"mob",1,10.7910410756148,"All",0.00132388
2545,11,20,2938,14,"mob",1,10.7910410756148,"All",0.00132388
2545,9,20,2938,14,"PRE",1,10.7910410756148,"All",0.00132388
2545,11,20,2938,14,"PRE",1,10.7910410756148,"All",0.00132388
2546,9,112,2938,3,"0",0,2.35534062627638,"All",0.00057792
2546,9,112,2938,3,"rep",1,2.35534062627638,"All",0.00057792
2547,9,72,2935,4,"rep",1,2.69778584327087,"All",0.000661944
2547,9,72,2935,4,"hypo",1,2.69778584327087,"All",0.000661944
2550,9,236,2920,2,"0",0,1.19657534246575,"All",0.000293599
2550,9,236,2920,2,"rep",1,1.19657534246575,"All",0.000293599
2550,9,236,2920,2,"hypo",1,1.19657534246575,"All",0.000293599
2552,9,71,2900,3,"soren",1,2.29172759655172,"All",0.000562312
2552,9,71,2900,3,"rep",1,2.29172759655172,"All",0.000562312
2553,8,103,2877,4,"recombinase",1,3.61284315613146,"All",0.000443234
2553,9,103,2877,4,"recombinase",1,3.61284315613146,"All",0.000443234
2553,8,103,2877,4,"0",0,3.61284315613146,"All",0.000443234
2553,9,103,2877,4,"0",0,3.61284315613146,"All",0.000443234
2553,8,103,2877,4,"rep",1,3.61284315613146,"All",0.000443234
2553,9,103,2877,4,"rep",1,3.61284315613146,"All",0.000443234
2554,9,152,2864,2,"hypo",1,1.87982667239898,"All",0.000461245
2554,9,152,2864,2,"soren",1,1.87982667239898,"All",0.000461245
2554,9,152,2864,2,"0",0,1.87982667239898,"All",0.000461245
2554,9,152,2864,2,"rep",1,1.87982667239898,"All",0.000461245
2556,9,189,2846,2,"insertion sequence ATP-binding protein y",1,1.53970652494729,"All",0.000377791
2556,9,189,2846,2,"integrase",1,1.53970652494729,"All",0.000377791
2557,9,53,2843,4,"soren",1,3.98876204392669,"All",0.000978706
2557,9,53,2843,4,"rep",1,3.98876204392669,"All",0.000978706
2558,9,203,2790,2,"0",0,1.99789799789252,"All",0.000490216
2558,9,203,2790,2,"hypo",1,1.99789799789252,"All",0.000490216
2558,9,203,2790,2,"mob",1,1.99789799789252,"All",0.000490216
2559,9,252,2781,1,"rep",1,0.99649,"All",0.000244505
2559,9,252,2781,1,"recombinase",1,0.99649,"All",0.000244505
2559,9,252,2781,1,"0",0,0.99649,"All",0.000244505
2561,9,150,2775,3,"0",0,1.55206731531532,"All",0.000380824
2561,9,150,2775,3,"hypo",1,1.55206731531532,"All",0.000380824
2562,9,74,2775,5,"hypo",1,3.27935978246425,"All",0.000804643
2562,9,74,2775,5,"rep",1,3.27935978246425,"All",0.000804643
2562,9,74,2775,5,"0",0,3.27935978246425,"All",0.000804643
2563,9,305,2752,1,"0",0,0.889168539244186,"All",0.000218172
2564,9,33,2751,8,"hypo",1,5.06664040518036,"All",0.00062159
2564,16,33,2751,8,"hypo",1,5.06664040518036,"All",0.00062159
2564,9,33,2751,8,"PRE",1,5.06664040518036,"All",0.00062159
2564,16,33,2751,8,"PRE",1,5.06664040518036,"All",0.00062159
2568,9,271,2673,1,"0",0,0.976802805836139,"All",0.000239674
2568,9,271,2673,1,"rep",1,0.976802805836139,"All",0.000239674
2568,9,271,2673,1,"mob",1,0.976802805836139,"All",0.000239674
2570,9,27,2662,6,"0",0,4.8114199849737,"All",0.00118056
2570,9,27,2662,6,"hypo",1,4.8114199849737,"All",0.00118056
2570,9,27,2662,6,"soren",1,4.8114199849737,"All",0.00118056
2570,9,27,2662,6,"rep",1,4.8114199849737,"All",0.00118056
2574,9,68,2593,4,"PRE",1,3.12882077249777,"All",0.000767706
2574,9,68,2593,4,"0",0,3.12882077249777,"All",0.000767706
2576,9,119,2583,3,"soren",1,2.10104649245064,"All",0.000515525
2576,9,119,2583,3,"0",0,2.10104649245064,"All",0.000515525
2578,9,150,2519,3,"0",0,1.65494343887357,"All",0.000406067
2578,9,150,2519,3,"hypo",1,1.65494343887357,"All",0.000406067
2579,9,372,2505,1,"0",0,0.625302023144453,"All",0.000153428
2579,9,372,2505,1,"rep",1,0.625302023144453,"All",0.000153428
2579,9,372,2505,1,"soren",1,0.625302023144453,"All",0.000153428
2580,9,379,2501,1,"0",0,0.606157536985206,"All",0.00014873
2580,9,379,2501,1,"rep",1,0.606157536985206,"All",0.00014873
2584,9,196,2474,2,"rep",1,1.51216593538093,"All",0.000371034
2584,9,196,2474,2,"hypo",1,1.51216593538093,"All",0.000371034
2584,9,196,2474,2,"mob",1,1.51216593538093,"All",0.000371034
2586,9,313,2452,1,"rep",1,0.88213338091354,"All",0.000216445
2586,9,313,2452,1,"integrase",1,0.88213338091354,"All",0.000216445
2588,9,197,2419,2,"rep",1,1.02852418354692,"All",0.000252365
2588,9,197,2419,2,"0",0,1.02852418354692,"All",0.000252365
2589,9,398,2405,1,"soren",1,0.538462403326403,"All",0.00013212
2591,9,161,2399,3,"0",0,1.53324300908238,"All",0.000376205
2591,9,161,2399,3,"rep",1,1.53324300908238,"All",0.000376205
2592,9,13,2397,7,"PRE",1,5.91405766791823,"All",0.00145111
2592,9,13,2397,7,"soren",1,5.91405766791823,"All",0.00145111
2594,9,22,2384,6,"hypo",1,5.1237388045302,"All",0.00125719
2594,9,22,2384,6,"0",0,5.1237388045302,"All",0.00125719
2594,9,22,2384,6,"rep",1,5.1237388045302,"All",0.00125719
2595,9,205,2381,2,"XRE family transcriptional regulator",1,1.99328013439731,"All",0.000244541
2595,10,205,2381,2,"XRE family transcriptional regulator",1,1.99328013439731,"All",0.000244541
2595,9,205,2381,2,"toxin",1,1.99328013439731,"All",0.000244541
2595,10,205,2381,2,"toxin",1,1.99328013439731,"All",0.000244541
2595,9,205,2381,2,"rep",1,1.99328013439731,"All",0.000244541
2595,10,205,2381,2,"rep",1,1.99328013439731,"All",0.000244541
2598,9,336,2357,1,"0",0,0.787018922358931,"All",0.000193108
2598,9,336,2357,1,"hypo",1,0.787018922358931,"All",0.000193108
2598,9,336,2357,1,"rep",1,0.787018922358931,"All",0.000193108
2599,9,100,2348,3,"0",0,2.50383304940375,"All",0.000614355
2599,9,100,2348,3,"soren",1,2.50383304940375,"All",0.000614355
2600,9,113,2347,3,"recombinase",1,2.04985060076694,"All",0.000502963
2600,9,113,2347,3,"soren",1,2.04985060076694,"All",0.000502963
2600,9,113,2347,3,"mob",1,2.04985060076694,"All",0.000502963
2601,9,238,2324,1,"soren",1,0.53670646835443,"All",0.000131689
2601,9,238,2324,1,"PRE",1,0.53670646835443,"All",0.000131689
2602,9,411,2321,1,"0",0,0.28780551917277,"All",7.06176e-05
2602,9,411,2321,1,"rep",1,0.28780551917277,"All",7.06176e-05
2602,9,411,2321,1,"soren",1,0.28780551917277,"All",7.06176e-05
2602,9,411,2321,1,"hypo",1,0.28780551917277,"All",7.06176e-05
2603,9,375,2320,1,"soren",1,0.617530468414267,"All",0.000151521
2603,9,375,2320,1,"0",0,0.617530468414267,"All",0.000151521
2604,9,191,2318,2,"0",0,1.53623813632442,"All",0.00037694
2605,9,242,2317,1,"0",0,0.666378938282262,"All",0.000163507
2605,9,242,2317,1,"soren",1,0.666378938282262,"All",0.000163507
